ISO	variable	value	realValue	typeIneq	desc	norm1	norm2
POL	JE_EMP_edu_primary	0.226	343.179412841796	primary	On average, in Poland people who have a primary education are 343.2% more likely to be unemployed than people who have a tertiary education.	-0.407812803983688	-0.407812803983688
PRT	JE_EMP_edu_primary	0.63	58.6548728942871	primary	On average, in Portugal people who have a primary education are 58.7% more likely to be unemployed than people who have a tertiary education.	-0.069701761007309	-0.069701761007309
SVK	JE_EMP_edu_primary	0.162	516.401916503906	primary	On average, in the Slovak Republic people who have a primary education are 516.4% more likely to be unemployed than people who have a tertiary education.	-0.613659560680389	-0.613659560680389
SVN	JE_EMP_edu_primary	0.421	137.276123046875	primary	On average, in Slovenia people who have a primary education are 137.3% more likely to be unemployed than people who have a tertiary education.	-0.163130298256874	-0.163130298256874
SWE	JE_EMP_edu_primary	0.304	229.20816040039	primary	On average, in Sweden people who have a primary education are 229.2% more likely to be unemployed than people who have a tertiary education.	-0.27237656712532	-0.27237656712532
TUR	JE_EMP_edu_primary	0.929	7.59157228469848	primary	On average, in Turkey people who have a primary education are 7.6% more likely to be unemployed than people who have a tertiary education.	-0.00902134645730257	-0.00902134645730257
USA	JE_EMP_edu_primary	0.295	239.047637939453	primary	On average, in the United States people who have a primary education are 239% more likely to be unemployed than people who have a tertiary education.	-0.284069180488586	-0.284069180488586
AUS	JE_EMPL_edu_primary	0.704	29.616678237915	primary	On average, in Australia people who have a primary education are 29.6% less likely to be employed than people who have a tertiary education.	-0.368782609701157	-0.518861472606658
AUT	JE_EMPL_edu_primary	0.619	38.0686798095703	primary	On average, in Austria people who have a primary education are 38.1% less likely to be employed than people who have a tertiary education.	-0.474025726318359	-0.666934013366699
BEL	JE_EMPL_edu_primary	0.551	44.8709030151367	primary	On average, in Belgium people who have a primary education are 44.9% less likely to be employed than people who have a tertiary education.	-0.558726012706756	-0.786103785037994
CAN	JE_EMPL_edu_primary	0.675	32.4982032775878	primary	On average, in Canada people who have a primary education are 32.5% less likely to be employed than people who have a tertiary education.	-0.40466296672821	-0.569343566894531
CHE	JE_EMPL_edu_primary	0.772	22.8149452209472	primary	On average, in Switzerland people who have a primary education are 22.8% less likely to be employed than people who have a tertiary education.	-0.284088432788849	-0.399700313806534
CHL	JE_EMPL_edu_primary	0.73	26.9853591918945	primary	On average, in Chile people who have a primary education are 27% less likely to be employed than people who have a tertiary education.	-0.336017817258835	-0.472762763500214
CZE	JE_EMPL_edu_primary	0.494	50.5853729248046	primary	On average, in the Czech Republic people who have a primary education are 50.6% less likely to be employed than people who have a tertiary education.	-0.629881799221038	-0.886216878890991
DEU	JE_EMPL_edu_primary	0.666	33.3580474853515	primary	On average, in Germany people who have a primary education are 33.4% less likely to be employed than people who have a tertiary education.	-0.415369600057602	-0.58440738916397
DNK	JE_EMPL_edu_primary	0.704	29.5637683868408	primary	On average, in Denmark people who have a primary education are 29.6% less likely to be employed than people who have a tertiary education.	-0.368123799562454	-0.517934501171112
ESP	JE_EMPL_edu_primary	0.657	34.3125228881835	primary	On average, in Spain people who have a primary education are 34.3% less likely to be employed than people who have a tertiary education.	-0.427254617214203	-0.601129055023193
EST	JE_EMPL_edu_primary	0.669	33.1373901367187	primary	On average, in Estonia people who have a primary education are 33.1% less likely to be employed than people who have a tertiary education.	-0.412622034549713	-0.580541610717773
FIN	JE_EMPL_edu_primary	0.645	35.4785614013671	primary	On average, in Finland people who have a primary education are 35.5% less likely to be employed than people who have a tertiary education.	-0.441773951053619	-0.621557176113128
FRA	JE_EMPL_edu_primary	0.645	35.4743041992187	primary	On average, in France people who have a primary education are 35.5% less likely to be employed than people who have a tertiary education.	-0.441720932722092	-0.621482551097869
GBR	JE_EMPL_edu_primary	0.683	31.7392139434814	primary	On average, in the United Kingdom people who have a primary education are 31.7% less likely to be employed than people who have a tertiary education.	-0.395212143659592	-0.556046664714813
GRC	JE_EMPL_edu_primary	0.706	29.408182144165	primary	On average, in Greece people who have a primary education are 29.4% less likely to be employed than people who have a tertiary education.	-0.36618646979332	-0.515208780765533
HUN	JE_EMPL_edu_primary	0.579	42.0828590393066	primary	On average, in Hungary people who have a primary education are 42.1% less likely to be employed than people who have a tertiary education.	-0.524009704589843	-0.73725938796997
IRL	JE_EMPL_edu_primary	0.594	40.5687866210937	primary	On average, in Ireland people who have a primary education are 40.6% less likely to be employed than people who have a tertiary education.	-0.505156695842742	-0.710734009742736
ISL	JE_EMPL_edu_primary	0.855	14.5459108352661	primary	On average, in Iceland people who have a primary education are 14.5% less likely to be employed than people who have a tertiary education.	-0.181123584508896	-0.254833191633224
ISR	JE_EMPL_edu_primary	0.562	43.8304595947265	primary	On average, in Israel people who have a primary education are 43.8% less likely to be employed than people who have a tertiary education.	-0.545770585536956	-0.767875969409942
ITA	JE_EMPL_edu_primary	0.639	36.1149291992187	primary	On average, in Italy people who have a primary education are 36.1% less likely to be employed than people who have a tertiary education.	-0.449697911739349	-0.632705807685852
JPN	JE_EMPL_edu_primary			primary			
KOR	JE_EMPL_edu_primary	0.85	14.9943685531616	primary	On average, in Korea people who have a primary education are 15% less likely to be employed than people who have a tertiary education.	-0.186707720160484	-0.262689828872681
LUX	JE_EMPL_edu_primary	0.735	26.549949645996	primary	On average, in Luxembourg people who have a primary education are 26.5% less likely to be employed than people who have a tertiary education.	-0.330596148967743	-0.465134739875793
LVA	JE_EMPL_edu_primary	0.657	34.2666320800781	primary	On average, in Latvia people who have a primary education are 34.3% less likely to be employed than people who have a tertiary education.	-0.426683187484741	-0.600325047969818
MEX	JE_EMPL_edu_primary	0.803	19.6807537078857	primary	On average, in Mexico people who have a primary education are 19.7% less likely to be employed than people who have a tertiary education.	-0.245061919093132	-0.344791680574417
NLD	JE_EMPL_edu_primary	0.68	32.0437965393066	primary	On average, in the Netherlands people who have a primary education are 32% less likely to be employed than people who have a tertiary education.	-0.399004757404327	-0.561382710933685
NOR	JE_EMPL_edu_primary	0.684	31.6379699707031	primary	On average, in Norway people who have a primary education are 31.6% less likely to be employed than people who have a tertiary education.	-0.393951445817947	-0.554272949695587
NZL	JE_EMPL_edu_primary	0.79	20.9786224365234	primary	On average, in New Zealand people who have a primary education are 21% less likely to be employed than people who have a tertiary education.	-0.261222779750824	-0.367529362440109
OECD	JE_EMPL_edu_primary	0.667	33.3149719238281	primary	In the average OECD country, people who have a primary education are 33.3% less likely to be employed than people who have a tertiary education.	-0.414833247661591	-0.583652734756469
POL	JE_EMPL_edu_primary	0.468	53.15279006958	primary	On average, in Poland people who have a primary education are 53.2% less likely to be employed than people who have a tertiary education.	-0.661850929260253	-0.93119603395462
PRT	JE_EMPL_edu_primary	0.767	23.2685031890869	primary	On average, in Portugal people who have a primary education are 23.3% less likely to be employed than people who have a tertiary education.	-0.289736062288284	-0.407646298408508
SVK	JE_EMPL_edu_primary	0.429	57.0801277160644	primary	On average, in the Slovak Republic people who have a primary education are 57.1% less likely to be employed than people who have a tertiary education.	-0.710753560066223	-1
SVN	JE_EMPL_edu_primary	0.58	41.996280670166	primary	On average, in Slovenia people who have a primary education are 42% less likely to be employed than people who have a tertiary education.	-0.522931635379791	-0.735742568969726
SWE	JE_EMPL_edu_primary	0.738	26.2065048217773	primary	On average, in Sweden people who have a primary education are 26.2% less likely to be employed than people who have a tertiary education.	-0.326319634914398	-0.459117829799652
TUR	JE_EMPL_edu_primary	0.668	33.1527099609375	primary	On average, in Turkey people who have a primary education are 33.2% less likely to be employed than people who have a tertiary education.	-0.412812769412994	-0.580810010433197
USA	JE_EMPL_edu_primary	0.674	32.6449165344238	primary	On average, in the United States people who have a primary education are 32.6% less likely to be employed than people who have a tertiary education.	-0.406489819288254	-0.571913838386535
AUS	JE_PE_edu_primary	0.652	34.8472137451171	primary	On average, in Australia people who have a primary education earn on average 34.8% less than people who have a tertiary education.	-0.48700362443924	-0.48700362443924
AUT	JE_PE_edu_primary	0.48	51.9859313964843	primary	On average, in Austria people who have a primary education earn on average 52% less than people who have a tertiary education.	-0.726523995399475	-0.726523995399475
